indice_a,indice_b,codigo_a,codigo_b,establecimiento_a,establecimiento_b,similitud_nombre,misma_direccion,mismo_telefono,status_a,status_b,decision
1611,1615,00-01-0640-46,00-01-0644-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,98.7,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
7862,7900,17-01-0136-46,17-01-3949-46,INSTITUTO TECNOLÓGICO HOWARD W. HUNTER.,INSTITUTO TECNOLÓGICO HOWARD W. HUNTER,98.7,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
4129,4130,05-07-0073-46,05-07-0074-46,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN"".","COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""",98.7,False,False,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
4124,4129,05-07-0063-46,05-07-0073-46,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""","COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN"".",98.7,False,False,ABIERTA,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
1610,1614,00-01-0639-46,00-01-0643-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,98.7,False,False,ABIERTA,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
1611,1613,00-01-0640-46,00-01-0642-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,98.7,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
1610,1615,00-01-0639-46,00-01-0644-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,98.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
1614,1617,00-01-0643-46,00-01-0646-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,98.7,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
1616,1617,00-01-0645-46,00-01-0646-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,98.7,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
1612,1613,00-01-0641-46,00-01-0642-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,98.7,False,False,ABIERTA,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
11715,11716,19-01-0082-46,19-01-0083-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE ADMINISTRACION PUBLICA JN,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE ADMINISTRACION PUBLICA JV,98.7,True,False,TEMPORAL TITULOS,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
1612,1616,00-01-0641-46,00-01-0645-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,98.7,False,False,ABIERTA,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
1613,1617,00-01-0642-46,00-01-0646-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,98.7,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
1612,1615,00-01-0641-46,00-01-0644-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,98.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
1615,1617,00-01-0644-46,00-01-0646-46,LICEO TECNOLÓGICO MAYA DE GUATEMALA III,LICEO TECNOLÓGICO MAYA DE GUATEMALA II,98.7,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
4126,4129,05-07-0067-46,05-07-0073-46,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""","COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN"".",98.7,False,False,ABIERTA,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
4125,4129,05-07-0066-46,05-07-0073-46,"COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN""","COLEGIO MIXTO ""LUIS CARDOZA Y ARAGÓN"".",98.7,False,False,ABIERTA,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
1802,1803,00-01-2980-46,00-01-2981-46,INSTITUTO AMERICANO DE CONOCIMIENTOS,INSTITUTO AMERICANO DE CONOCIMIENTOS.,98.6,True,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
4892,4893,01-08-0937-46,01-08-0938-46,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 2,CENTRO EDUCATIVO FE Y ALEGRÍA NO 2,98.6,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
4055,4068,05-06-0056-46,05-06-0085-46,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN.,98.6,True,True,CERRADA DEFINITIVAMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
4879,4932,01-08-0897-46,01-08-1054-46,CENTRO EDUCATIVO FE Y ALEGRÍA NO 44,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 44,98.6,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
4741,4893,01-08-0496-46,01-08-0938-46,CENTRO EDUCATIVO FE Y ALEGRÍA NO. 2,CENTRO EDUCATIVO FE Y ALEGRÍA NO 2,98.6,True,False,CERRADA DEFINITIVAMENTE,ABIERTA,"Probable duplicado (misma direccion, nombre casi identico): revisar"
8012,8018,17-05-0200-46,17-05-0217-46,"CENTRO EDUCATIVO INTEGRAL, ""FAGIOLI""","CENTRO EDUCATIVO INTEGRAL ""FAGIOLI""",98.6,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
6152,6220,01-17-0228-46,01-17-0417-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,INSTITUTO TÉNICO EMILIANI SOMASCOS,98.6,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
6149,6220,01-17-0225-46,01-17-0417-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,INSTITUTO TÉNICO EMILIANI SOMASCOS,98.6,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
6153,6220,01-17-0229-46,01-17-0417-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,INSTITUTO TÉNICO EMILIANI SOMASCOS,98.6,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
3767,3770,05-01-0656-46,05-01-0666-46,INSTITUTO DE SISTEMAS EN INFORMATICA',INSTITUTO DE SISTEMAS EN INFORMATICA,98.6,False,False,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
6150,6220,01-17-0226-46,01-17-0417-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,INSTITUTO TÉNICO EMILIANI SOMASCOS,98.6,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
4057,4068,05-06-0062-46,05-06-0085-46,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN.,98.6,False,True,CERRADA DEFINITIVAMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
4058,4068,05-06-0063-46,05-06-0085-46,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN,COLEGIO MIXTO LUIS CARDOZA Y ARAGÓN.,98.6,True,True,CERRADA DEFINITIVAMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
6151,6220,01-17-0227-46,01-17-0417-46,INSTITUTO TÉCNICO EMILIANI SOMASCOS,INSTITUTO TÉNICO EMILIANI SOMASCOS,98.6,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
6378,6379,13-01-0433-46,13-01-0434-46,"COLEGIO EVANGÉLICO MIXTO ""LA AURORA""","COLEGIO EVAGÉLICO MIXTO ""LA AURORA""",98.6,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
6377,6379,13-01-0432-46,13-01-0434-46,"COLEGIO EVANGÉLICO MIXTO ""LA AURORA""","COLEGIO EVAGÉLICO MIXTO ""LA AURORA""",98.6,False,True,CERRADA DEFINITIVAMENTE,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
6363,6421,13-01-0408-46,13-01-6952-46,COLEGIO PRIVADO MIXTO HERMANO PEDRO,COLEGO PRIVADO MIXTO HERMANO PEDRO,98.6,True,False,ABIERTA,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
6285,6421,13-01-0193-46,13-01-6952-46,COLEGIO PRIVADO MIXTO HERMANO PEDRO,COLEGO PRIVADO MIXTO HERMANO PEDRO,98.6,True,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
5918,5919,01-15-7858-46,01-15-7859-46,INSTITUO MIXTO NOCTURNO EL ANGEL,INSTITUTO MIXTO NOCTURNO EL ANGEL,98.5,True,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
5728,5918,01-15-0611-46,01-15-7858-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,INSTITUO MIXTO NOCTURNO EL ANGEL,98.5,True,False,ABIERTA,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
2606,2734,00-07-0247-46,00-07-9406-46,LICEO DE COMPUTACIÓN C.S.S. ZONA 7,LICEO DE COMPUTACIÓN C.S.S ZONA 7,98.5,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
2762,2764,00-09-0011-46,00-09-0015-46,ESCUELA DE ESTUDIOS PENITENCIARIO,ESCUELA DE ESTUDIOS PENITENCIARIOS,98.5,True,True,CERRADA DEFINITIVAMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
5652,5918,01-15-0337-46,01-15-7858-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,INSTITUO MIXTO NOCTURNO EL ANGEL,98.5,False,False,ABIERTA,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
5729,5918,01-15-0612-46,01-15-7858-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,INSTITUO MIXTO NOCTURNO EL ANGEL,98.5,True,False,ABIERTA,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
5735,5918,01-15-0626-46,01-15-7858-46,INSTITUTO MIXTO NOCTURNO EL ANGEL,INSTITUO MIXTO NOCTURNO EL ANGEL,98.5,True,False,ABIERTA,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
6664,6679,13-17-0055-46,13-17-0085-46,"COLEGIO PRIVADO MIXTO ""ELOHIM""","COLEGIO PRIVADO MIXTO ""ELHOHIM""",98.4,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
6683,6685,13-18-0046-46,13-18-0050-46,ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA AMERG,"ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA ""AMERG""",98.4,True,True,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
6562,6564,13-08-0045-46,13-08-0047-46,"INSTITUTO PARTICULAR MIXTO INTERCULTURAL ""CIENCIA Y DESARROLLO""",INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,98.4,False,False,ABIERTA,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
6562,6576,13-08-0045-46,13-08-7124-46,"INSTITUTO PARTICULAR MIXTO INTERCULTURAL ""CIENCIA Y DESARROLLO""",INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,98.4,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
6667,6679,13-17-0060-46,13-17-0085-46,"COLEGIO PRIVADO MIXTO ""ELOHIM""","COLEGIO PRIVADO MIXTO ""ELHOHIM""",98.4,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
62,129,16-01-0918-46,16-01-9956-46,LICEO PREUNIVERSITARIO DE NORTE,LICEO PREUNIVERSITARIO DEL NORTE,98.4,False,False,ABIERTA,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
6562,6570,13-08-0045-46,13-08-0062-46,"INSTITUTO PARTICULAR MIXTO INTERCULTURAL ""CIENCIA Y DESARROLLO""",INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,98.4,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
6562,6577,13-08-0045-46,13-08-7128-46,"INSTITUTO PARTICULAR MIXTO INTERCULTURAL ""CIENCIA Y DESARROLLO""",INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,98.4,True,True,ABIERTA,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
6562,6566,13-08-0045-46,13-08-0053-46,"INSTITUTO PARTICULAR MIXTO INTERCULTURAL ""CIENCIA Y DESARROLLO""",INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,98.4,False,True,ABIERTA,CERRADA TEMPORALMENTE,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
62,117,16-01-0918-46,16-01-8331-46,LICEO PREUNIVERSITARIO DE NORTE,LICEO PREUNIVERSITARIO DEL NORTE,98.4,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
6816,6817,13-28-0014-46,13-28-0016-46,ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA -AMERG-,ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA AMERG,98.4,True,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
6922,6953,18-01-0344-46,18-01-0426-46,LICEO MIXTO BINLINGÜE CANADIENSE,LICEO MIXTO BILINGÜE CANADIENSE,98.4,True,False,ABIERTA,ABIERTA,"Probable duplicado (misma direccion, nombre casi identico): revisar"
6919,6922,18-01-0339-46,18-01-0344-46,LICEO MIXTO BILINGÜE CANADIENSE,LICEO MIXTO BINLINGÜE CANADIENSE,98.4,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
6682,6683,13-18-0041-46,13-18-0046-46,ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA -AMERG-,ASOCIACIÓN DE MAESTROS DE EDUCACIÓN RURAL DE GUATEMALA AMERG,98.4,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
62,115,16-01-0918-46,16-01-8294-46,LICEO PREUNIVERSITARIO DE NORTE,LICEO PREUNIVERSITARIO DEL NORTE,98.4,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
6678,6679,13-17-0083-46,13-17-0085-46,"COLEGIO PRIVADO MIXTO ""ELOHIM""","COLEGIO PRIVADO MIXTO ""ELHOHIM""",98.4,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
62,100,16-01-0918-46,16-01-1393-46,LICEO PREUNIVERSITARIO DE NORTE,LICEO PREUNIVERSITARIO DEL NORTE,98.4,False,True,ABIERTA,CERRADA TEMPORALMENTE,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
6920,6922,18-01-0340-46,18-01-0344-46,LICEO MIXTO BILINGÜE CANADIENSE,LICEO MIXTO BINLINGÜE CANADIENSE,98.4,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
6921,6922,18-01-0343-46,18-01-0344-46,LICEO MIXTO BILINGÜE CANADIENSE,LICEO MIXTO BINLINGÜE CANADIENSE,98.4,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
4010,4011,05-05-0025-46,05-05-0027-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADO,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADA,98.2,False,False,ABIERTA,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
2794,2795,00-09-9582-46,00-09-9583-46,INSTITUTO PRIVADO MIXTO OCUPACIONAL-EXPERIMENTAL CAMPERO,INSTITUTO PRIVADO MIXTO OCUPACIONAL-EXPERIMENTAL 'CAMPERO',98.2,True,True,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
4008,4011,05-05-0023-46,05-05-0027-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADO,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADA,98.2,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
4008,4025,05-05-0023-46,05-05-0073-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADO,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADA,98.2,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
1623,1624,00-01-0658-46,00-01-0659-46,CENTRO DE EDUCACIÓN EXTRAESCOLAR-CEEX-GRUPO CEIBA-GRUCE,CENTRO DE EDUCACIÓN EXTRAESCOLAR-CEEX GRUPO CEIBA-GRUCE,98.2,True,True,ABIERTA,ABIERTA,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
8184,8203,17-10-0015-46,17-10-0252-46,INSTITUTO PARTICULAR MIXTO PLAN FIN DE SEMANA LICENCIADO VALENTIN DEL VALLE GONGORA,"INSTITUTO PARTICULAR MIXTO, PLAN FIN DE SEMANA, LICENCIADO VALENTIN DEL VALLE GONGORA""",98.2,True,False,CERRADA TEMPORALMENTE,ABIERTA,"Probable duplicado (misma direccion, nombre casi identico): revisar"
4009,4025,05-05-0024-46,05-05-0073-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADO,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADA,98.2,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
4014,4025,05-05-0032-46,05-05-0073-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADO,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADA,98.2,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
4015,4025,05-05-0035-46,05-05-0073-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADO,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADA,98.2,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
4009,4011,05-05-0024-46,05-05-0027-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADO,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADA,98.2,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
4011,4014,05-05-0027-46,05-05-0032-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADA,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADO,98.2,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
4010,4025,05-05-0025-46,05-05-0073-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADO,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADA,98.2,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
4011,4015,05-05-0027-46,05-05-0035-46,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADA,INSTITUTO MUNICIPAL DE EDUCACIÓN BÁSICA Y DIVERSIFICADO,98.2,False,False,CERRADA TEMPORALMENTE,CERRADA TEMPORALMENTE,Probablemente distintos (direccion diferente): conservar ambos
9151,9160,14-20-0142-46,14-20-0156-46,"INSTITUTO TÉCNICO DIVERSIFICADO ASOCIATIVA ""AJ YICHKAN""",INSTITUTO TÉCNICO DIVERSIFICADO ASOCIATIVA AJ YICHKAN,98.1,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
9885,9886,03-08-0152-46,03-08-0153-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO EDUCATIVO GETSEMANI' JI,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA 'CENTRO EDUCATIVO GETSEMANI',98.1,True,False,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE,"Probable duplicado (misma direccion, nombre casi identico): revisar"
4903,4911,01-08-0965-46,01-08-0996-46,CENTRO DE APRENDIZAJES ISOS,CENTRO DE APRENDIZAJE ISOS,98.1,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
7848,7872,17-01-0095-46,17-01-0167-46,INSTITUTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ CAMINO A LA LIBERTAD,"INSTITUTO DE EDUCACIO9N BASICA Y BACHILLERATO POR MADURREZ, CAMINO A LA LIBERTAD",98.1,False,False,CERRADA DEFINITIVAMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
5932,5934,01-15-8271-46,01-15-8275-46,COLEGIO CRISTIANO BEZALEEL,COLEGIO CRISITIANO BEZALEEL,98.1,True,True,TEMPORAL TITULOS,CERRADA TEMPORALMENTE,"Probable duplicado (misma direccion y telefono): candidato a fusion, revisar"
4902,4911,01-08-0964-46,01-08-0996-46,CENTRO DE APRENDIZAJES ISOS,CENTRO DE APRENDIZAJE ISOS,98.1,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
4902,4910,01-08-0964-46,01-08-0995-46,CENTRO DE APRENDIZAJES ISOS,CENTRO DE APRENDIZAJE ISOS,98.1,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
4903,4910,01-08-0965-46,01-08-0995-46,CENTRO DE APRENDIZAJES ISOS,CENTRO DE APRENDIZAJE ISOS,98.1,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
9151,9198,14-20-0142-46,14-20-5813-46,"INSTITUTO TÉCNICO DIVERSIFICADO ASOCIATIVA ""AJ YICHKAN""",INSTITUTO TÉCNICO DIVERSIFICADO ASOCIATIVA AJ YICHKAN,98.1,False,True,ABIERTA,ABIERTA,"Probable duplicado (mismo telefono, nombre casi identico): revisar"
17,108,16-01-0558-46,16-01-2301-46,"INSTITUTO NORMAL PREPRIMARIA BILINGUE ADSCRITO AL INSTITUTO NORMAL MIXTO DEL NORTE ""EMILIO ROSALES PONCE""",INSTITUTO NORMAL PREPRIMARIA BILINGUE ADSCRITO AL INSTITUTO NORMAL MIXTO DEL NORTE 'EMILIO ROSALES PONCE',98.1,False,False,ABIERTA,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
11687,11689,08-05-0304-46,08-05-0306-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADO,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,98.0,False,False,TEMPORAL NOMBRAMIENTO,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
773,775,04-01-0711-46,04-01-2103-46,CORPORACION DE INFORMATICA EDUCATIVA NACIONAL CIEN,CORPORACION DE INFORMATICA EDUCATIVA NACIONAL 'CIEN',98.0,False,False,CERRADA DEFINITIVAMENTE,CERRADA DEFINITIVAMENTE,Probablemente distintos (direccion diferente): conservar ambos
11687,11688,08-05-0304-46,08-05-0305-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADO,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,98.0,False,False,TEMPORAL NOMBRAMIENTO,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8059,8067,17-05-0332-46,17-05-0360-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA INED,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,98.0,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
1189,1190,20-04-0212-46,20-04-0213-46,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- MUNICIPAL,"CENTRO DE EDUCACIÓN EXTRAESCOLAR, MUNICIPAL, -CEEX-",98.0,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
1188,1190,20-04-0211-46,20-04-0213-46,CENTRO DE EDUCACIÓN EXTRAESCOLAR -CEEX- MUNICIPAL,"CENTRO DE EDUCACIÓN EXTRAESCOLAR, MUNICIPAL, -CEEX-",98.0,False,False,ABIERTA,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
11687,11690,08-05-0304-46,08-05-0307-46,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADO,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,98.0,False,False,TEMPORAL NOMBRAMIENTO,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
8339,8349,17-14-0076-46,17-14-0102-46,COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES- CEDIF-,COLEGIO EDUCATIVO DIVERSIFICADO LAS FLORES -CEDIF-,98.0,False,False,CERRADA TEMPORALMENTE,ABIERTA,Probablemente distintos (direccion diferente): conservar ambos
