departamento,municipio,establecimiento,registros,direcciones_distintas,status_distintos,jornadas_distintas,planes_distintos,codigos
GUATEMALA,MIXCO,COLEGIO BROWN'S,4,4,3,4,3,01-08-0556-46; 01-08-0836-46; 01-08-6296-46; 01-08-7879-46
GUATEMALA,MIXCO,COLEGIO DE INFORMÁTICA IMB-PC,4,4,1,3,3,01-08-0806-46; 01-08-7798-46; 01-08-8516-46; 01-08-8667-46
GUATEMALA,SAN RAYMUNDO,COLEGIO EVANGÉLICO BELÉN,4,4,2,3,3,01-11-0019-46; 01-11-0022-46; 01-11-0033-46; 01-11-0058-46
HUEHUETENANGO,HUEHUETENANGO,COLEGIO MIXTO ASTURIAS,4,4,1,4,1,13-01-0066-46; 13-01-0067-46; 13-01-0350-46; 13-01-4860-46
IZABAL,EL ESTOR,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,4,4,1,1,1,18-03-0119-46; 18-03-0285-46; 18-03-0333-46; 18-03-0335-46
IZABAL,PUERTO BARRIOS,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,4,4,1,2,1,18-01-0173-46; 18-01-0174-46; 18-01-0178-46; 18-01-0462-46
IZABAL,PUERTO BARRIOS,"INSTITUTO PARTICULAR MIXTO ""EL DIVINO MAESTRO""",4,4,1,3,3,18-01-0325-46; 18-01-0449-46; 18-01-1969-46; 18-01-2919-46
IZABAL,PUERTO BARRIOS,LICEO TÉCNICO GUATEMALTECO IDETI,4,4,1,3,3,18-01-0164-46; 18-01-0237-46; 18-01-0404-46; 18-01-0470-46
JALAPA,JALAPA,"COLEGIO PARTICULAR MIXTO ""LICEO JALAPA""",4,4,1,4,3,21-01-0274-46; 21-01-0329-46; 21-01-0359-46; 21-01-0397-46
JALAPA,JALAPA,COLEGIO PARTICULAR MIXTO OSCAR DE LEÓN PALACIOS,4,4,2,3,3,21-01-0369-46; 21-01-0370-46; 21-01-0407-46; 21-01-0437-46
PETÉN,LA LIBERTAD,COLEGIO SANTA CRUZ,4,4,2,3,3,17-05-0216-46; 17-05-0290-46; 17-05-0330-46; 17-05-4057-46
PETÉN,POPTÚN,"COLEGIO MIXTO PRIVADO ""SAN PEDRO MARTIR DE VERONA""",4,4,1,4,3,17-12-0002-46; 17-12-0173-46; 17-12-0174-46; 17-12-1046-46
PETÉN,SAN BENITO,CENTRO EDUCACIONAL DE CIENCIAS CONTABLES CECCON,4,4,2,4,2,17-03-1052-46; 17-03-2837-46; 17-03-3832-46; 17-03-4113-46
PETÉN,SAN BENITO,"CENTRO EDUCATIVO CRISTIANO CON ORIENTACIÓN UNIVERSITARIA ""EL SHADDAI""",4,4,2,2,2,17-03-0001-46; 17-03-0002-46; 17-03-0079-46; 17-03-3992-46
QUICHÉ,IXCÁN,LICEO TECNOLÓGICO DOCTOR JUAN JOSÉ ARÉVALO BERMEJO,4,4,3,3,3,14-20-0143-46; 14-20-0154-46; 14-20-0178-46; 14-20-5814-46
QUICHÉ,NEBAJ,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,4,4,1,1,1,14-13-0149-46; 14-13-0150-46; 14-13-0151-46; 14-13-0154-46
QUICHÉ,SANTA CRUZ DEL QUICHÉ,LICEO TECNOLÓGICO DE OCCIDENTE LA PREPARATORIA,4,4,1,2,2,14-01-0110-46; 14-01-0193-46; 14-01-0235-46; 14-01-5679-46
RETALHULEU,RETALHULEU,COLEGIO MIXTO TECNOLÓGICO SAN AGUSTÍN,4,4,2,3,3,11-01-0252-46; 11-01-0253-46; 11-01-0400-46; 11-01-0486-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,INSTITUTO TECNICO EMPRESARIAL,4,4,1,2,2,03-01-0091-46; 03-01-0835-46; 03-01-1121-46; 03-01-1250-46
SAN MARCOS,COMITANCILLO,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,4,4,1,1,1,12-04-0066-46; 12-04-0081-46; 12-04-0097-46; 12-04-0104-46
SAN MARCOS,CONCEPCIÓN TUTUAPA,INSTITUTO DE EDUCACIÓN DIVERSIFICADA POR COOPERATIVA DE ENSEÑANZA,4,4,2,1,1,12-06-0134-46; 12-06-0135-46; 12-06-0136-46; 12-06-0143-46
SAN MARCOS,MALACATÁN,LICEO EXPERIMENTAL,4,4,2,3,3,12-15-0089-46; 12-15-0120-46; 12-15-0124-46; 12-15-0183-46
SAN MARCOS,TAJUMULCO,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,4,4,2,2,1,12-09-0086-46; 12-09-0139-46; 12-09-0170-46; 12-09-0171-46
SUCHITEPÉQUEZ,MAZATENANGO,"COLEGIO PARTICULAR MIXTO ""LA ILUSTRACION""",4,4,1,3,2,10-01-0095-46; 10-01-0303-46; 10-01-0426-46; 10-01-1168-46
TOTONICAPÁN,SAN FRANCISCO EL ALTO,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,4,4,1,1,1,08-03-0062-46; 08-03-0063-46; 08-03-0064-46; 08-03-0065-46
ZACAPA,GUALÁN,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,4,4,1,2,1,19-04-0075-46; 19-04-0076-46; 19-04-0077-46; 19-04-0081-46
ESCUINTLA,SANTA LUCÍA COTZUMALGUAPA,COLEGIO PARTICULAR MIXTO SAGRADO CORAZÓN,12,3,2,4,3,05-02-0032-46; 05-02-0047-46; 05-02-0080-46; 05-02-0090-46; 05-02-0091-46; 05-02-0092-46; 05-02-0093-46; 05-02-0223-46; 05-02-0253-46; 05-02-2402-46; 05-02-2555-46; 05-02-2877-46
ESCUINTLA,SANTA LUCÍA COTZUMALGUAPA,COLEGIO MIXTO COTZUMALGUAPA,10,3,2,5,2,05-02-0043-46; 05-02-0044-46; 05-02-0220-46; 05-02-0221-46; 05-02-1878-46; 05-02-2313-46; 05-02-2649-46; 05-02-2650-46; 05-02-2710-46; 05-02-2971-46
CHIQUIMULA,QUEZALTEPEQUE,LICEO TÉCNICO QUEZALTEPEQUE,9,3,3,6,3,20-09-0040-46; 20-09-0041-46; 20-09-0045-46; 20-09-0063-46; 20-09-0068-46; 20-09-0071-46; 20-09-1525-46; 20-09-1555-46; 20-09-2363-46
ESCUINTLA,SANTA LUCÍA COTZUMALGUAPA,INSTITUTO PARTICULAR MIXTO SAN ANTONIO,9,3,2,3,1,05-02-0064-46; 05-02-0065-46; 05-02-0085-46; 05-02-0086-46; 05-02-0087-46; 05-02-0088-46; 05-02-0133-46; 05-02-0134-46; 05-02-0135-46
CIUDAD CAPITAL,ZONA 12,LICEO NAZARENO,8,3,1,3,3,00-12-0064-46; 00-12-0114-46; 00-12-0115-46; 00-12-0116-46; 00-12-0164-46; 00-12-0165-46; 00-12-0166-46; 00-12-7313-46
CIUDAD CAPITAL,ZONA 19,LICEO TÉCNICO VOCACIONAL GALILEI,8,3,1,3,3,00-19-0019-46; 00-19-0020-46; 00-19-0065-46; 00-19-0066-46; 00-19-0067-46; 00-19-0070-46; 00-19-0071-46; 00-19-0094-46
CIUDAD CAPITAL,ZONA 6,LICEO DE CIENCIAS TÉCNICAS,8,3,4,5,3,00-06-0007-46; 00-06-0008-46; 00-06-0085-46; 00-06-4201-46; 00-06-4298-46; 00-06-4365-46; 00-06-4407-46; 00-06-7045-46
ESCUINTLA,TIQUISATE,"COLEGIO PRIVADO MIXTO ""BENDICIÓN DEL SABER""",8,3,2,3,3,05-06-0034-46; 05-06-0050-46; 05-06-0051-46; 05-06-0066-46; 05-06-0083-46; 05-06-0099-46; 05-06-0113-46; 05-06-0136-46
GUATEMALA,VILLA NUEVA,LICEO TÉCNICO INDUSTRIAL MAYA TIKAL,8,3,2,3,2,01-15-0453-46; 01-15-0455-46; 01-15-0482-46; 01-15-0483-46; 01-15-0497-46; 01-15-8959-46; 01-15-9333-46; 01-15-9336-46
QUETZALTENANGO,COATEPEQUE,"INSTITUTO PARTICULAR MIXTO ""PEDRO MOLINA""",8,3,2,5,3,09-20-0063-46; 09-20-0084-46; 09-20-0086-46; 09-20-0104-46; 09-20-0137-46; 09-20-0659-46; 09-20-0660-46; 09-20-0661-46
SAN MARCOS,EL TUMBADOR,COLEGIO PARTICULAR MIXTO LA FAMILIA,8,3,2,4,3,12-13-0055-46; 12-13-0056-46; 12-13-0057-46; 12-13-0068-46; 12-13-0071-46; 12-13-0072-46; 12-13-0083-46; 12-13-0090-46
SUCHITEPÉQUEZ,CUYOTENANGO,INSTITUTO TECNOLOGICO CIENTIFICO INDUSTRIAL DE SUCHITEPEQUEZ,8,3,3,4,3,10-02-0052-46; 10-02-0053-46; 10-02-0054-46; 10-02-0056-46; 10-02-0057-46; 10-02-0059-46; 10-02-0074-46; 10-02-2325-46
SUCHITEPÉQUEZ,MAZATENANGO,COLEGIO LATINOAMERICANO GOSPEL,8,3,2,4,3,10-01-0086-46; 10-01-0089-46; 10-01-0106-46; 10-01-0274-46; 10-01-0301-46; 10-01-0333-46; 10-01-0334-46; 10-01-0380-46
BAJA VERAPAZ,SALAMÁ,COLEGIO PARTICULAR MIXTO CIENCIA Y DESARROLLO,7,3,2,4,3,15-01-0111-46; 15-01-0112-46; 15-01-0113-46; 15-01-0114-46; 15-01-0115-46; 15-01-0154-46; 15-01-0178-46
CHIMALTENANGO,CHIMALTENANGO,LICEO EN CIENCIA Y TECNOLOGÍA DE OCCIDENTE,7,3,1,4,4,04-01-0203-46; 04-01-0303-46; 04-01-0339-46; 04-01-2835-46; 04-01-2836-46; 04-01-2839-46; 04-01-2840-46
CHIQUIMULA,CHIQUIMULA,COLEGIO SUPERIOR DE INFORMÁTICA HIGA,7,3,2,4,3,20-01-0174-46; 20-01-0194-46; 20-01-0197-46; 20-01-0207-46; 20-01-0317-46; 20-01-1613-46; 20-01-1615-46
CIUDAD CAPITAL,ZONA 1,LICEO HISPANOAMERICANO,7,3,2,4,3,00-01-0596-46; 00-01-0801-46; 00-01-9470-46; 00-01-9471-46; 00-01-9475-46; 00-01-9667-46; 00-01-9668-46
CIUDAD CAPITAL,ZONA 1,LICEO MONTECARLO,7,3,2,4,3,00-01-0851-46; 00-01-8521-46; 00-01-8523-46; 00-01-8526-46; 00-01-8533-46; 00-01-8535-46; 00-01-9846-46
ESCUINTLA,SANTA LUCÍA COTZUMALGUAPA,CENTRO EDUCATIVO INTEGRAL GLO-A-MIEL,7,3,3,3,3,05-02-0050-46; 05-02-0051-46; 05-02-0074-46; 05-02-0076-46; 05-02-0104-46; 05-02-0125-46; 05-02-0259-46
SAN MARCOS,SAN MARCOS,"INSTITUTO PRIVADO MIXTO ""SAN CARLOS""",7,3,2,4,3,12-01-0082-46; 12-01-0089-46; 12-01-0096-46; 12-01-0105-46; 12-01-0132-46; 12-01-0190-46; 12-01-3610-46
SAN MARCOS,SAN PEDRO SACATEPÉQUEZ,COLEGIO PRIVADO URBANO MIXTO DE ESTUDIOS AVANZADOS CESC,7,3,2,5,3,12-02-0134-46; 12-02-0139-46; 12-02-0141-46; 12-02-0176-46; 12-02-0204-46; 12-02-4132-46; 12-02-4133-46
ALTA VERAPAZ,SAN CRISTÓBAL VERAPAZ,LICEO GALILEO GALILEI,6,3,2,4,3,16-03-0088-46; 16-03-0110-46; 16-03-0247-46; 16-03-1429-46; 16-03-1520-46; 16-03-1607-46
CIUDAD CAPITAL,ZONA 1,COLEGIO BILINGÜE ESPECIALIZADO EN COMPUTACIÓN YULIMAY´PC,6,3,3,4,4,00-01-0593-46; 00-01-0789-46; 00-01-8030-46; 00-01-8031-46; 00-01-8033-46; 00-01-8035-46
CIUDAD CAPITAL,ZONA 1,COLEGIO TECNOLÓGICO CENTRO CULTURAL DE LAS AMÉRICAS,6,3,2,3,3,00-01-0555-46; 00-01-0557-46; 00-01-0560-46; 00-01-0562-46; 00-01-0672-46; 00-01-0752-46
CIUDAD CAPITAL,ZONA 1,LICEO CLÁSICO EN COMPUTACIÓN,6,3,3,5,3,00-01-0759-46; 00-01-7667-46; 00-01-7670-46; 00-01-7728-46; 00-01-9849-46; 00-01-9850-46
CIUDAD CAPITAL,ZONA 12,COLEGIO MIXTO CIENCIA Y ARTE,6,3,3,3,3,00-12-0033-46; 00-12-0125-46; 00-12-0127-46; 00-12-0907-46; 00-12-0911-46; 00-12-7772-46
CIUDAD CAPITAL,ZONA 19,COLEGIO PRIVADO MIXTO BELÉN,6,3,2,4,3,00-19-0098-46; 00-19-7527-46; 00-19-8378-46; 00-19-9315-46; 00-19-9316-46; 00-19-9317-46
CIUDAD CAPITAL,ZONA 7,COLEGIO PANAMERICANO NO. 4,6,3,3,4,3,00-07-0133-46; 00-07-0237-46; 00-07-8440-46; 00-07-8442-46; 00-07-9748-46; 00-07-9749-46
GUATEMALA,CHINAUTLA,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA TIERRA NUEVA I,6,3,2,3,3,01-06-0132-46; 01-06-0133-46; 01-06-0134-46; 01-06-0136-46; 01-06-0164-46; 01-06-0165-46
GUATEMALA,PALENCIA,COLEGIO GUATEMALTECO TIKAL NO. 2,6,3,2,3,2,01-05-0100-46; 01-05-0102-46; 01-05-0106-46; 01-05-0107-46; 01-05-0108-46; 01-05-0109-46
GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO BERTRAND RUSSELL,6,3,2,4,4,01-17-0081-46; 01-17-0108-46; 01-17-0109-46; 01-17-0127-46; 01-17-0330-46; 01-17-0399-46
GUATEMALA,VILLA NUEVA,LICEO TECNOLÓGICO MAHANAIM,6,3,2,4,3,01-15-0640-46; 01-15-0644-46; 01-15-0701-46; 01-15-0702-46; 01-15-0703-46; 01-15-0759-46
HUEHUETENANGO,HUEHUETENANGO,LICEO PRIVADO DE CIENCIAS COMERCIALES,6,3,2,3,2,13-01-0075-46; 13-01-0268-46; 13-01-0275-46; 13-01-0288-46; 13-01-0341-46; 13-01-1500-46
QUICHÉ,PACHALUN,LICEO INTERCULTURAL PACHALUMENSE,6,3,2,4,3,14-21-0023-46; 14-21-0024-46; 14-21-0025-46; 14-21-0036-46; 14-21-6000-46; 14-21-6029-46
ZACAPA,TECULUTÁN,"COLEGIO DE INNOVACIÓN Y APRENDIZAJE TECULUTÁN ""CIAT""",6,3,2,3,3,19-05-0050-46; 19-05-0051-46; 19-05-0052-46; 19-05-0058-46; 19-05-0060-46; 19-05-0062-46
ALTA VERAPAZ,SAN CRISTÓBAL VERAPAZ,LICEO SAN CRISTÓBAL,5,3,2,4,3,16-03-0047-46; 16-03-0265-46; 16-03-9884-46; 16-03-9885-46; 16-03-9886-46
CHIMALTENANGO,SAN MARTÍN JILOTEPEQUE,"COLEGIO EVANGÉLICO MIXTO ""GETSEMANÍ""",5,3,1,5,3,04-03-0187-46; 04-03-0189-46; 04-03-0205-46; 04-03-0240-46; 04-03-0259-46
CHIQUIMULA,CHIQUIMULA,INSTITUTO TECNOLÓGICO PRIVADO DE ORIENTE,5,3,2,3,3,20-01-0033-46; 20-01-0164-46; 20-01-0204-46; 20-01-0315-46; 20-01-2378-46
CIUDAD CAPITAL,ZONA 1,COLEGIO MAYBAL,5,3,2,3,2,00-01-7293-46; 00-01-7294-46; 00-01-7295-46; 00-01-7297-46; 00-01-7298-46
CIUDAD CAPITAL,ZONA 1,"COLEGIO MIXTO ""INDO LATINO¨",5,3,2,1,2,00-01-0254-46; 00-01-0588-46; 00-01-7654-46; 00-01-7655-46; 00-01-8599-46
CIUDAD CAPITAL,ZONA 1,COLEGIO MIXTO SANTO DOMINGO,5,3,2,3,3,00-01-0571-46; 00-01-0573-46; 00-01-0574-46; 00-01-0694-46; 00-01-0747-46
CIUDAD CAPITAL,ZONA 1,LICEO MIXTO EN COMPUTACIÓN IXCHEL,5,3,3,4,3,00-01-0784-46; 00-01-7009-46; 00-01-7096-46; 00-01-7644-46; 00-01-9088-46
CIUDAD CAPITAL,ZONA 1,LICEO PROFESIONAL EN COMPUTACIÓN Y CIENCIAS COMERCIALES,5,3,3,5,3,00-01-0738-46; 00-01-7160-46; 00-01-7161-46; 00-01-7162-46; 00-01-7163-46
CIUDAD CAPITAL,ZONA 6,LICEO FRONESIS,5,3,2,3,2,00-06-0100-46; 00-06-9626-46; 00-06-9627-46; 00-06-9629-46; 00-06-9630-46
CIUDAD CAPITAL,ZONA 7,CENTRO EDUCATIVO LOS SAUCES,5,3,1,4,3,00-07-0026-46; 00-07-0029-46; 00-07-0216-46; 00-07-8591-46; 00-07-8595-46
ESCUINTLA,LA DEMOCRACIA,COLEGIO ITALIANO DEL SUR,5,3,2,3,3,05-03-0029-46; 05-03-0030-46; 05-03-0042-46; 05-03-0050-46; 05-03-0051-46
ESCUINTLA,TIQUISATE,LICEO CRISTIANO SHALEM,5,3,2,3,3,05-06-0028-46; 05-06-0084-46; 05-06-0096-46; 05-06-0105-46; 05-06-0138-46
GUATEMALA,PALENCIA,LICEO INTEGRAL PALENCIANO,5,3,1,3,3,01-05-0126-46; 01-05-8549-46; 01-05-8550-46; 01-05-8604-46; 01-05-8606-46
GUATEMALA,SAN JOSÉ DEL GOLFO,INSTITUTO NACIONAL NITO PALENCIA MAYÉN,5,3,2,2,2,01-04-0008-46; 01-04-0009-46; 01-04-0025-46; 01-04-0027-46; 01-04-0029-46
GUATEMALA,SAN JOSÉ PINULA,LICEO MIXTO PINULTECO,5,3,2,4,4,01-03-0071-46; 01-03-0072-46; 01-03-0074-46; 01-03-0169-46; 01-03-0181-46
GUATEMALA,SAN MIGUEL PETAPA,CENTRO EDUCATIVO PERSONALIZADO NEZEEL,5,3,2,4,3,01-17-0126-46; 01-17-0224-46; 01-17-0311-46; 01-17-7475-46; 01-17-7477-46
GUATEMALA,SAN PEDRO SACATEPÉQUEZ,LICEO INTEGRAL SAMPEDRANO,5,3,2,3,3,01-09-0022-46; 01-09-0034-46; 01-09-0050-46; 01-09-9061-46; 01-09-9079-46
GUATEMALA,SAN RAYMUNDO,LICEO CENTROAMERICANO,5,3,3,3,3,01-11-0034-46; 01-11-0050-46; 01-11-0056-46; 01-11-9116-46; 01-11-9474-46
GUATEMALA,VILLA NUEVA,CENTRO EDUCATIVO IMB-PC EN LÍNEA (IMB-PC ONLINE),5,3,2,3,3,01-15-0217-46; 01-15-0218-46; 01-15-0475-46; 01-15-0751-46; 01-15-0752-46
GUATEMALA,VILLA NUEVA,COLEGIO EVANGELICO BET-EL SHAMMA,5,3,2,3,2,01-15-0140-46; 01-15-0173-46; 01-15-8358-46; 01-15-8359-46; 01-15-9347-46
GUATEMALA,VILLA NUEVA,LICEO VALLE DEL SOL,5,3,2,2,3,01-15-0182-46; 01-15-0345-46; 01-15-0660-46; 01-15-2737-46; 01-15-8369-46
HUEHUETENANGO,SAN PEDRO SOLOMA,INSTITUTO PARTICULAR MIXTO INTERCULTURAL CIENCIA Y DESARROLLO,5,3,2,3,3,13-08-0047-46; 13-08-0053-46; 13-08-0062-46; 13-08-7124-46; 13-08-7128-46
IZABAL,MORALES,INSTITUTO PRIVADO MIXTO DR. JUAN JOSE AREVALO BERMEJO,5,3,2,2,2,18-04-0236-46; 18-04-0241-46; 18-04-0376-46; 18-04-0462-46; 18-04-0463-46
JALAPA,JALAPA,"COLEGIO PRIVADO ""MONTE ALTO""",5,3,2,4,3,21-01-0349-46; 21-01-0350-46; 21-01-0352-46; 21-01-0366-46; 21-01-0409-46
JUTIAPA,JUTIAPA,INED INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,5,3,2,1,1,22-01-0451-46; 22-01-0452-46; 22-01-0453-46; 22-01-0454-46; 22-01-0455-46
PETÉN,SAN BENITO,CENTRO EDUCATIVO CRISTIANO ADONAI,5,3,3,3,3,17-03-0038-46; 17-03-0104-46; 17-03-0105-46; 17-03-0113-46; 17-03-0143-46
QUETZALTENANGO,GÉNOVA COSTA CUCA,"COLEGIO TÉCNICO PRIVADO MIXTO ""EL SHADDAI""",5,3,2,4,3,09-21-0050-46; 09-21-0053-46; 09-21-0062-46; 09-21-0067-46; 09-21-0071-46
QUETZALTENANGO,QUETZALTENANGO,"COLEGIO PREUNIVERSITARIO ""EL PRADO""",5,3,1,4,3,09-01-0503-46; 09-01-3549-46; 09-01-3648-46; 09-01-3691-46; 09-01-3925-46
RETALHULEU,EL ASINTAL,COLEGIO MIXTO ADVENTISTA EL XAB,5,3,2,4,4,11-09-0041-46; 11-09-0054-46; 11-09-0055-46; 11-09-0079-46; 11-09-0091-46
RETALHULEU,NUEVO SAN CARLOS,COLEGIO CRISTIANO MARANATHA,5,3,2,4,3,11-08-0064-46; 11-08-0066-46; 11-08-0070-46; 11-08-0071-46; 11-08-0081-46
RETALHULEU,RETALHULEU,COLEGIO PARTICULAR MIXTO PAULO COELHO,5,3,2,4,3,11-01-0165-46; 11-01-0167-46; 11-01-0193-46; 11-01-0393-46; 11-01-0476-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,COLEGIO SISTEMA EDUCATIVO LATINOAMERICANO SEL,5,3,2,4,3,03-01-0245-46; 03-01-1340-46; 03-01-1341-46; 03-01-1343-46; 03-01-1344-46
SACATEPÉQUEZ,ANTIGUA GUATEMALA,LICEO MIXTO NUESTRA SEÑORA DE FÁTIMA,5,3,2,2,2,03-01-0140-46; 03-01-1087-46; 03-01-1098-46; 03-01-1228-46; 03-01-1229-46
SAN MARCOS,CATARINA,LICEO EXPERIMENTAL,5,3,2,2,4,12-16-0051-46; 12-16-0052-46; 12-16-0053-46; 12-16-0054-46; 12-16-0056-46
SAN MARCOS,ESQUIPULAS PALO GORDO,COLEGIO CRISTIANO GENERACIÓN DEL TERCER MILENIO,5,3,1,4,3,12-27-0015-46; 12-27-0017-46; 12-27-0018-46; 12-27-0028-46; 12-27-0029-46
SAN MARCOS,SAN JOSÉ OJETENAM,"COLEGIO TECNOLÓGICO ""PIEDRA PARTIDA""",5,3,2,4,3,12-24-0042-46; 12-24-0054-46; 12-24-0055-46; 12-24-0056-46; 12-24-0064-46
SAN MARCOS,TACANÁ,LICEO TÉCNICO PREUNIVERSITARIO TORRICELLI,5,3,2,5,2,12-07-0155-46; 12-07-0168-46; 12-07-0169-46; 12-07-0219-46; 12-07-0232-46
SANTA ROSA,BARBERENA,INSTITUTO PARTICULAR MIXTO DE MERCADOTECNIA Y PUBLICIDAD DE SURORIENTE,5,3,2,4,3,06-02-0030-46; 06-02-0032-46; 06-02-0101-46; 06-02-0448-46; 06-02-0469-46
SUCHITEPÉQUEZ,MAZATENANGO,"INSTITUTO TECNICO PRIVADO ""JOSE ORTEGA Y GASSET""",5,3,1,4,3,10-01-0275-46; 10-01-0278-46; 10-01-0389-46; 10-01-0419-46; 10-01-0420-46
ZACAPA,ZACAPA,LICEO CRISTO REY,5,3,3,3,3,19-01-0156-46; 19-01-0178-46; 19-01-0179-46; 19-01-0183-46; 19-01-0215-46
ALTA VERAPAZ,COBÁN,INSTITUTO PRIVADO RAUL CHENAL HEINEMANN,4,3,1,4,2,16-01-0568-46; 16-01-0604-46; 16-01-1174-46; 16-01-1175-46
ALTA VERAPAZ,COBÁN,LICEO PREUNIVERSITARIO DEL NORTE,4,3,2,2,2,16-01-1393-46; 16-01-8294-46; 16-01-8331-46; 16-01-9956-46
ALTA VERAPAZ,SAN PEDRO CARCHÁ,LICEO INTERCULTURAL VERAPACENSE,4,3,3,2,2,16-09-0748-46; 16-09-0750-46; 16-09-0760-46; 16-09-0862-46
ALTA VERAPAZ,TACTIC,COLEGIO NUESTRA SEÑORA DE LA ASUNCIÓN,4,3,2,4,3,16-04-0064-46; 16-04-0079-46; 16-04-0080-46; 16-04-0118-46
BAJA VERAPAZ,SALAMÁ,COLEGIO PARTICULAR MIXTO DE INFANTES EMANUEL,4,3,3,3,3,15-01-0102-46; 15-01-0180-46; 15-01-1947-46; 15-01-2164-46
CHIQUIMULA,CONCEPCIÓN LAS MINAS,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,4,3,1,3,1,20-08-0006-46; 20-08-0020-46; 20-08-0054-46; 20-08-0055-46
CIUDAD CAPITAL,ZONA 1,COLEGIO VALVERDE,4,3,1,3,3,00-01-0820-46; 00-01-9170-46; 00-01-9172-46; 00-01-9173-46
CIUDAD CAPITAL,ZONA 1,INSTITUTO TECNOLÓGICO DIGITALES COMERCIALES II,4,3,1,3,3,00-01-0762-46; 00-01-9021-46; 00-01-9045-46; 00-01-9047-46
CIUDAD CAPITAL,ZONA 1,LICEO MIXTO CIENCIAS SECRETARIALES,4,3,2,3,2,00-01-0182-46; 00-01-0611-46; 00-01-9070-46; 00-01-9387-46
CIUDAD CAPITAL,ZONA 12,CENTRO EDUCATIVO IMB-PC EN LÍNEA (IMB-PC ONLINE),4,3,2,3,3,00-12-0004-46; 00-12-0005-46; 00-12-0008-46; 00-12-0010-46
CIUDAD CAPITAL,ZONA 12,LICEO COMPUTEX,4,3,1,4,3,00-12-0076-46; 00-12-0088-46; 00-12-0089-46; 00-12-0160-46
CIUDAD CAPITAL,ZONA 13,COLEGIO THE ORCHARD CARÉ LA PAZ,4,3,2,3,2,00-13-0040-46; 00-13-0050-46; 00-13-0055-46; 00-13-0063-46
CIUDAD CAPITAL,ZONA 18,COLEGIO BAUTISTA SHALOM,4,3,2,3,3,00-18-0062-46; 00-18-0064-46; 00-18-0065-46; 00-18-0234-46
CIUDAD CAPITAL,ZONA 18,"COLEGIO PARTICULAR MIXTO ""SAN RAFAEL""",4,3,1,3,3,00-18-0106-46; 00-18-0108-46; 00-18-0109-46; 00-18-0232-46
CIUDAD CAPITAL,ZONA 2,COLEGIO EVANGÉLICO MIXTO LA PATRIA,4,3,2,2,3,00-02-0031-46; 00-02-0032-46; 00-02-0077-46; 00-02-7749-46
CIUDAD CAPITAL,ZONA 2,ESCUELA SUPERIOR DE INFORMÁTICA,4,3,1,2,2,00-02-0062-46; 00-02-0064-46; 00-02-0072-46; 00-02-0080-46
CIUDAD CAPITAL,ZONA 6,COLEGIO MIXTO CIPRESALES,4,3,2,2,2,00-06-0059-46; 00-06-0092-46; 00-06-0101-46; 00-06-7816-46
CIUDAD CAPITAL,ZONA 7,COLEGIO TÉCNICO EN COMPUTACIÓN SAN JUAN,4,3,2,3,3,00-07-0054-46; 00-07-0114-46; 00-07-0116-46; 00-07-0232-46
CIUDAD CAPITAL,ZONA 7,LICEO CRISTIANO VERDAD L.C.V.,4,3,1,3,3,00-07-0172-46; 00-07-0188-46; 00-07-0191-46; 00-07-0224-46
CIUDAD CAPITAL,ZONA 7,LICEO MIXTO 'ALBERT EINSTEIN',4,3,1,3,2,00-07-3030-46; 00-07-7538-46; 00-07-7539-46; 00-07-8238-46
EL PROGRESO,SANSARE,INSTITUTO NACIONAL DE EDUCACIÓN DIVERSIFICADA,4,3,2,1,1,02-06-0004-46; 02-06-0005-46; 02-06-0006-46; 02-06-0018-46
ESCUINTLA,ESCUINTLA,INSTITUTO PARTICULAR MIXTO DE EDUCACIÓN BÁSICA Y BACHILLERATO POR MADUREZ,4,3,2,3,2,05-01-0320-46; 05-01-0348-46; 05-01-0451-46; 05-01-2907-46
ESCUINTLA,ESCUINTLA,LICEO EVANGELICO TECNICO ESCUINTLECO,4,3,1,2,2,05-01-0127-46; 05-01-2355-46; 05-01-2583-46; 05-01-2865-46
ESCUINTLA,ESCUINTLA,LICEO FUENTE DE VIDA,4,3,2,3,3,05-01-0289-46; 05-01-0290-46; 05-01-0403-46; 05-01-0438-46
ESCUINTLA,GUANAGAZAPA,INSTITUTO MIXTO MIGUEL DE CERVANTES,4,3,2,3,3,05-08-0066-46; 05-08-2839-46; 05-08-2857-46; 05-08-3043-46
